Simulation,Terrain,Orientation,NumberOfFloors,FloorHeight,Fassade,RasterLength-X,RasterLength-Y,Arm-Latitudinal-NumberOfSegments,Arm-Longitudinal-NumberOfSegments,BaseBody-Inside-Latditudinal-NumberOfSegments,Courtyard_SegmentCount_RasterLength-Y,Has_Courtyard-Roof,Shading,EnergyStandard,HVAC-System,ServiceHotWater,BuildingVintage,EUI[kWh/m²a],Baseboard Design Size U-Factor Times Area Average [kW/K],EUI-Heating[kWh/m²a],EUI-InteriorLighting[kWh/m²a],EUI-Pumps[kWh/m²a],EUI-Cooling[kWh/m²a],GrossFloorArea[m²],HotWaterPumpDesignFlowRate[l/min],HotWaterPumpDesignPowerConsumption[kW],Baseboard Design Size Maximum Water Flow Rate Average [l/min],HeatEmissions-Total[MWh/a],HeatEmissionsZone-Exfiltration[MWh/a],HeatEmissionsZone-HVACRejectHeat[MWh/a],BoilerDesignSizeNominalCapacity[kW],CentralAirSourceHeatPumpCapacity[kW],Service Hot Water Heater Design Flow Rate [l/min],Boiler Heating Rate Average [kW],District Heating Rate Average [kW],Average District Heating Rate [kW],District Heating Hot Water Energy Sum [MJ],District Heating Inlet Temperature Average[C],District Heating Outlet Temperature Average [C],District Heating Mass Flow Rate Average [kg/s],Boiler Heating Energy Average [MJ],Boiler Inlet Temperature Average[C],Boiler Outlet Temperature Average [C],Boiler Mass Flow Rate Average [kg/s],Boiler Part Load Ratio Average,Boiler Efficiency,Baseboard Total Heating Energy Sum Average [MJ],Baseboard Hot Water Energy Sum Average[MJ],Baseboard Hot Water Mass Flow Rate Average Average [kg/s],Baseboard Air Inlet Temperature Average Average [C],Baseboard Air Outlet Temperature Average Average [C],Baseboard Water Inlet Temperature Average Average [C],Baseboard Water Outlet Temperature Average Average [C],Baseboard Total Heating Rate Average Average [kW],Baseboard Total Heating Rate Average Sum[kW],Baseboard Total Heating Energy Sum Sum [MJ],Baseboard Hot Water Energy Sum Sum[MJ],Baseboard Hot Water Mass Flow Rate Average Sum [kg/s],Baseboard Water Outlet Temperature Average Sum [C],Baseboard Water Inlet Temperature Average Sum [C],Baseboard Air Outlet Temperature Average Sum [C],Baseboard Air Inlet Temperature Average Sum [C],Water Heater Heat Loss Rate Average [kW],Water Heater Tank Temperature Average [C],Water Heater Heat Loss Energy Sum [MJ],Water Heater Use Side Mass Flow Rate Average [kg/s],Water Heater Use Side Inlet Temperature Average [C],Water Heater Use Side Outlet Temperature Average [C],Water Heater Use Side Heat Transfer Rate Average [kW],Water Heater Use Side Heat Transfer Energy Sum [MJ],Water Heater Total Demand Heat Transfer Rate Average [kW],Water Heater Heating Rate Average [kW],Water Heater Electricity Rate Average [kW],Volume [m³],Construction Area [%],Window to Wall Ratio [%]
Simulation170,Urban,139,6,3.71,Vertical-Windows,2.91,2.48,5,4,4,12.43,FALSE,Low-SHGC-Value,Passive,DHWBaseboard,Electric_WaterHeater,2016,62.029,0.92654,3.574,18.203,0.021,0,9760.19,4.548695,0.003228,10.039227,1821.363889,404.297222,0,0,453.620907,4.548695,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001392,0.001392,0.001421,27.669908,28.12292,48.882272,45.499016,0.15895,9.378023,0.082151,0.082151,0.08385,2684.441942,2884.054049,1659.252301,1632.524568,0,67.014436,0,0.051851,51.200314,67.014436,-2.537717,-0.02223,2.53261,2.537665,0,43335.2246,0.049405,0.408612
Simulation171,Urban,77,8,3.24,Ribbon-Windows,3.12,2.16,4,4,3,7.69,FALSE,External-Shading,NZEB,DHWBaseboard,Gas_TanklessHeater,2010,58.733,0.603714,3.319,17.098,0.02,0,4122.18,3.10084,0.002201,6.536393,701.038889,129.663889,0,0,160.187612,3.10084,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001005,0.001005,0.000976,26.524794,26.965377,48.885714,45.480707,0.114754,3.672144,0.032168,0.032168,0.031217,1455.38264,1564.342834,862.892071,848.793404,0,67.014177,0,0.035347,51.199843,67.014177,-1.730003,-0.015155,1.724893,1.729948,0,11542.10512,0.065797,0.487391
Simulation172,Suburbs,44,10,3.29,Vertical-Windows,3.45,2.91,3,3,3,10.6,FALSE,Low-SHGC-Value,NZEB,DHWBaseboard,Electric_WaterHeater,pre_1980,59.558,0.149718,3.178,17.067,0.005,0,14770.45,4.973333,0.003529,8.33175,2470.144444,498.461111,0,0,0,4.973333,0,5.359265,5.359265,0.046947,24.151955,44.386384,0.026464,0,0,0,0,0,0,0.000552,0.000552,0.000308,29.486514,29.685484,82.214394,78.843284,0.063035,5.421017,0.047488,0.047488,0.026464,6780.522407,7070.437921,2552.951632,2535.840196,-0.221807,58.96789,-0.001943,0.056692,50.32499,58.96789,-2.716212,-0.023794,2.922066,2.922217,0,56127.72809,0.046226,0.197949
Simulation173,Urban,94,3,3.42,Ribbon-Windows,3.87,3.83,3,5,2,10.54,FALSE,External-Shading,Passive,BoilerBaseboard,Electric_TanklessHeater,2016,65.084,0.202613,8.531,16.68,0.017,0,5207.76,6.896684,0.004894,11.275025,854.791667,160.819444,0,0,0,6.896684,0,5.071396,5.071396,0.044425,22.69112,44.892607,0.024725,0,0,0,0,0,0,0.001959,0.001959,0.001075,25.600482,26.147597,82.175436,73.762496,0.223652,5.144006,0.045061,0.045061,0.024725,1696.537404,1890.035017,601.394721,588.811078,0,67.014722,0,0.078616,51.200918,67.014722,-3.847507,-0.033704,3.842403,3.847457,0,19216.65247,0.053079,0.573065
Simulation174,Suburbs,5,9,3.15,Ribbon-Windows,3.88,3.61,3,5,4,8.5,FALSE,Low-SHGC-Value,Passive,ASHPBaseboard,Gas_TanklessHeater,1980_2004,67.147,0.101471,11.277,16.922,0.015,0,2602.63,2.818969,0.002001,5.646146,538.45,82.569444,6.455556,98.951753,0,2.818969,2.613244,0,0,0,0,0,0,0.022892,22892.01381,44.626476,0.011326,0.026409,0.298537,0.001003,0.001003,0.000499,24.541112,25.096693,82.216085,73.434998,0.114503,2.633558,0.02307,0.02307,0.011471,1689.004949,1890.969966,577.223943,564.445586,-0.221814,58.969003,-0.001943,0.032134,50.333458,58.969003,-1.539592,-0.013487,1.745434,1.745513,0,7599.679483,0.075463,0.179722
Simulation175,Urban,127,6,4.44,Horizontal-Windows,3.24,3.26,4,4,2,7.43,FALSE,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_TanklessHeater,2010,61.213,0.113074,7.951,16.593,0.01,0,5430.54,3.087113,0.002191,6.292292,986.852778,162.230556,9.5,196.578641,0,3.087113,3.844702,0,0,0,0,0,0,0.03368,33679.58976,45.480146,0.016808,0.019558,0.308387,0.000828,0.000828,0.000417,26.662198,27.054889,82.216824,75.756044,0.09455,3.876554,0.033959,0.033959,0.017094,3105.997787,3370.889804,1109.250448,1093.150104,0,67.013883,0,0.03519,51.199359,67.013883,-1.722386,-0.015088,1.717274,1.722328,1.722328,16400.22174,0.060077,0.259876
Simulation176,Country,161,3,2.8,Ribbon-Windows,3.25,2.11,5,3,3,9.04,TRUE,Low-SHGC-Value,GEG,ASHPBaseboard,Gas_TanklessHeater,2010,62.092,0.188157,7.125,16.986,0.013,0,6548.75,5.759355,0.004087,10.470721,1257.077778,217.686111,0,0,0,5.759355,0,5.32646,5.32646,0.04666,23.695888,45.1388,0.026474,0,0,0,0,0,0,0.001479,0.001479,0.000827,25.920922,26.327507,82.19083,75.59078,0.168788,5.401214,0.047315,0.047315,0.026474,2418.904958,2630.106557,842.480224,829.469501,0,67.014332,0,0.065652,51.200068,67.014332,-3.213203,-0.028148,3.208095,3.213149,3.213149,26260.49988,0.050459,0.218176
Simulation178,Urban,139,9,3.8,Vertical-Windows,2.89,2.22,3,4,4,12.78,TRUE,External-Shading,GEG,DHWBaseboard,Gas_WaterHeater,2010,61.698,0.886638,7.093,15.237,0.05,0,2577.62,5.914423,0.004197,9.471152,565.036111,68.822222,0,0,101.548064,5.914423,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003148,0.003148,0.003234,22.133581,23.416597,48.86103,40.801428,0.359348,5.030878,0.04407,0.04407,0.045273,571.219995,684.05442,327.832364,309.870137,0,67.014396,0,0.067419,51.199905,67.014396,-3.299808,-0.028906,3.294701,3.299756,0,10130.05858,0.065617,0.201142
Simulation180,Urban,148,2,3.69,Ribbon-Windows,3.72,2.46,4,5,3,9.48,TRUE,Low-SHGC-Value,NZEB,DHWBaseboard,Gas_TanklessHeater,2019,59.202,0.129772,2.493,17.809,0.005,0,12782.98,4.796749,0.003404,7.221839,2163.380556,439.252778,0,0,0,4.796749,0,3.637935,3.637935,0.031868,23.029609,42.379684,0.017525,0,0,0,0,0,0,0.000418,0.000418,0.000228,30.025532,30.178696,82.215714,79.738945,0.047754,3.677033,0.032211,0.032211,0.017525,6139.898766,6330.609949,2323.759594,2311.965959,0,67.013656,0,0.054679,51.199211,67.013656,-2.676215,-0.023444,2.671101,2.676156,2.676156,41161.21093,0.047488,0.178325
Simulation181,Suburbs,162,2,2.92,Vertical-Windows,3.02,2.89,4,3,2,7.48,TRUE,External-Shading,Passive,BoilerBaseboard,Gas_WaterHeater,2004,56.623,0.693704,2.619,17.317,0.015,0,6713.72,2.683056,0.001904,7.513134,1218.488889,248.297222,0,0,287.694761,2.683056,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000825,0.000825,0.000819,28.683379,28.977437,48.886187,46.600493,0.094186,4.709324,0.041254,0.041254,0.04096,2330.024667,2444.309367,1448.871865,1434.168938,-0.221815,58.969177,-0.001943,0.030585,50.339234,58.969177,-1.465373,-0.012837,1.671215,1.671302,1.671302,23028.05068,0.067169,0.302196
Simulation182,Country,16,4,3.02,Horizontal-Windows,2.25,2.36,4,3,4,12.46,TRUE,Low-SHGC-Value,NZEB,BoilerBaseboard,Electric_TanklessHeater,2019,58.064,0.881157,0.669,17.604,0.006,0,15625.57,7.64497,0.005425,9.540009,2091.533333,495.997222,0,0,431.063824,7.64497,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000413,0.000413,0.000407,31.985371,32.085157,48.8886,48.124808,0.04714,2.781248,0.024364,0.024364,0.02401,2839.363689,2884.427402,1893.024256,1887.13688,0,67.013718,0,0.087146,51.199587,67.013718,-4.265135,-0.037363,4.260022,4.265077,0,46720.44197,0.040038,0.288348
Simulation183,Suburbs,138,3,4.01,Vertical-Windows,3.48,3.66,4,3,3,7.22,TRUE,External-Shading,GEG,DHWBaseboard,Electric_TanklessHeater,2019,61.056,0.144861,3.033,18.146,0.005,0,10589.22,5.94835,0.004221,8.061307,1718.95,338.880556,7.066667,307.127736,0,5.94835,2.860163,0,0,0,0,0,0,0.025055,25055.02619,41.840106,0.013125,0.009313,0.252801,0.000505,0.000505,0.000265,29.354725,29.522161,82.221107,79.553971,0.05761,2.880498,0.025233,0.025233,0.013231,3977.698566,4111.055352,1476.108025,1467.736232,-0.221809,58.968184,-0.001943,0.067806,50.327034,58.968184,-3.248657,-0.028458,3.454521,3.454673,3.454673,30920.5078,0.044695,0.174431
Simulation184,Suburbs,172,1,3.93,Vertical-Windows,2.86,3.43,3,4,3,7.34,TRUE,Low-SHGC-Value,Passive,ASHPBaseboard,Gas_TanklessHeater,2007,58.257,1.042491,4.099,16.267,0.028,0,4657.36,6.250967,0.004436,11.295301,851.602778,168.083333,0,0,198.960304,6.250967,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001949,0.001949,0.001969,25.948755,26.486135,48.875724,44.848827,0.22246,5.116585,0.044821,0.044821,0.04529,1031.523032,1124.141663,609.1811,596.821355,-0.221812,58.968645,-0.001943,0.071256,50.334192,58.968645,-3.414009,-0.029907,3.619879,3.620051,3.620051,19234.91002,0.0572,0.538878
Simulation185,Country,65,8,3.22,Vertical-Windows,3.06,3.64,3,4,2,8.97,TRUE,External-Shading,GEG,DHWBaseboard,Electric_TanklessHeater,1980_2004,60.102,0.204614,2.249,17.912,0.005,0,21451.4,7.531246,0.005345,11.386507,3480.702778,803.127778,0,0,0,7.531246,0,5.506533,5.506533,0.048237,26.795612,44.780052,0.02891,0,0,0,0,0,0,0.000567,0.000567,0.000336,30.835841,30.969451,82.216436,80.06692,0.064722,5.566092,0.048759,0.048759,0.02891,6885.755136,7070.613498,2663.372813,2651.882359,-0.221805,58.967441,-0.001943,0.08585,50.327435,58.967441,-4.113211,-0.036032,4.319084,4.319247,4.319247,88808.80892,0.038234,0.230647
Simulation187,Suburbs,79,5,3.43,Horizontal-Windows,3.9,2.13,4,3,2,12.94,FALSE,External-Shading,Passive,ASHPBaseboard,Electric_WaterHeater,1980_2004,58.793,1.253241,1.727,17.759,0.011,0,18874.81,6.704416,0.004758,13.572861,3006.908333,680.6,0,0,706.839986,6.704416,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001124,0.001124,0.001168,29.015817,29.243105,48.88485,47.126039,0.128269,8.722262,0.076407,0.076407,0.07944,3204.570652,3324.169813,1988.53117,1973.075577,0,67.013933,0,0.076425,51.199695,67.013933,-3.740451,-0.032766,3.73534,3.740394,0,82671.68066,0.039361,0.257289
Simulation188,Suburbs,176,6,2.99,Horizontal-Windows,3.61,2.81,4,5,3,11.64,FALSE,Low-SHGC-Value,Passive,ASHPBaseboard,Gas_TanklessHeater,2016,60.127,0.12148,3.83,17.533,0.006,0,10084.07,3.947913,0.002802,6.760493,1705.858333,330.658333,0,0,0,3.947913,0,4.408938,4.408938,0.038622,22.134343,44.163577,0.020445,0,0,0,0,0,0,0.000574,0.000574,0.000301,28.510957,28.746395,82.213755,78.290207,0.065539,4.456645,0.03904,0.03904,0.020445,5323.73409,5590.535359,1954.754888,1938.745095,0,67.013767,0,0.045003,51.199439,67.013767,-2.202597,-0.019295,2.197483,2.202538,2.202538,30958.10718,0.052385,0.182845
Simulation191,Country,67,5,2.92,Vertical-Windows,3.25,3.4,4,5,2,8.61,FALSE,Low-SHGC-Value,NZEB,BoilerBaseboard,Electric_WaterHeater,2007,57.946,0.714333,0.45,17.859,0.004,0,20686.87,6.273757,0.004452,7.736135,2961.275,724.186111,0,0,562.844546,6.273757,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000228,0.000228,0.000225,33.86838,33.940347,48.888609,48.333497,0.026031,2.472909,0.021663,0.021663,0.021361,4591.682192,4644.417829,3224.33293,3217.496108,0,67.013745,0,0.071515,51.199397,67.013745,-3.500229,-0.030662,3.495116,3.50017,3.50017,58336.97099,0.041181,0.178712
Simulation192,Suburbs,33,2,4.13,Ribbon-Windows,2.1,3.84,4,4,4,8.65,FALSE,External-Shading,Passive,ASHPBaseboard,Electric_WaterHeater,pre_1980,65.371,0.15443,8.289,17.882,0.01,0,8118.17,3.35067,0.002378,8.594703,1617.519444,361.966667,14.802778,386.390526,0,3.35067,5.991509,0,0,0,0,0,0,0.052486,52485.6183,43.590522,0.028739,0.015506,0.264952,0.000899,0.000899,0.000501,28.806155,29.11869,82.213822,77.095782,0.102582,6.052367,0.053019,0.053019,0.029552,4548.651112,4850.615489,1718.002727,1699.563173,-0.221818,58.969652,-0.001943,0.038195,50.329961,58.969652,-1.82999,-0.016031,2.03584,2.035953,0,34826.96517,0.05689,0.3548
Simulation193,Suburbs,6,9,4.14,Vertical-Windows,3.32,3.01,4,5,3,10.38,TRUE,External-Shading,NZEB,DHWBaseboard,Electric_WaterHeater,1980_2004,61.073,0.17327,4.381,17.618,0.007,0,13674.62,5.591505,0.003968,9.642526,2372.147222,464.388889,0,0,0,5.591505,0,6.838578,6.838578,0.059906,23.452519,45.510489,0.033706,0,0,0,0,0,0,0.000892,0.000892,0.000496,28.187258,28.450684,82.210186,77.861925,0.101824,6.92403,0.060655,0.060655,0.033706,5294.610896,5590.292672,1934.646517,1916.733555,0,67.014062,0,0.063738,51.199508,67.014062,-3.11967,-0.027328,3.11456,3.119614,3.119614,50322.61049,0.045175,0.210638
Simulation194,City,1,7,4.38,Vertical-Windows,3.67,3.03,5,4,3,12.31,FALSE,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_TanklessHeater,2007,60.726,0.782812,3.503,17.962,0.021,0,6782.98,3.56578,0.002531,8.479183,1353.622222,280.3,0,0,324.686925,3.56578,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001119,0.001119,0.001132,27.168471,27.588738,48.883688,45.757353,0.12778,6.388998,0.055968,0.055968,0.056591,2287.867634,2444.184414,1379.436913,1358.423535,-0.221812,58.968728,-0.001943,0.040647,50.335876,58.968728,-1.947461,-0.01706,2.153308,2.153407,2.153407,29980.75392,0.05856,0.226961
Simulation195,Suburbs,132,7,3.07,Vertical-Windows,2.19,2.99,4,4,3,11.5,TRUE,Low-SHGC-Value,GEG,DHWBaseboard,Electric_TanklessHeater,2010,58.139,0.125371,2.708,17.459,0.005,0,10124.01,4.530005,0.003215,6.976803,1442.1,316.558333,0,0,0,4.530005,0,3.130129,3.130129,0.02742,22.198734,41.587933,0.014464,0,0,0,0,0,0,0.000469,0.000469,0.000245,29.520813,29.682926,82.216825,79.577174,0.053557,3.159849,0.02768,0.02768,0.014464,4695.053281,4850.792683,1751.292646,1741.727974,-0.221802,58.967066,-0.001943,0.051638,50.327472,58.967066,-2.474052,-0.021673,2.679897,2.680012,2.680012,29663.35384,0.050014,0.173586
Simulation196,Urban,27,10,2.82,Vertical-Windows,3.76,3.69,4,3,3,7.13,TRUE,External-Shading,Passive,ASHPBaseboard,Electric_TanklessHeater,2010,58.158,0.182011,2.223,17.78,0.004,0,14487.12,5.735049,0.00407,10.128931,1770.363889,529.486111,7.086111,455.364537,0,5.735049,2.867526,0,0,0,0,0,0,0.02512,25119.5269,38.323983,0.012974,0.006297,0.206618,0.000429,0.000429,0.000222,33.524188,33.626509,82.221673,80.542178,0.048951,2.888107,0.0253,0.0253,0.013083,4751.988496,4851.078735,1983.964053,1977.927093,-0.221802,58.966965,-0.001943,0.065375,50.332403,58.966965,-3.132253,-0.027439,3.338108,3.338205,3.338205,42447.24994,0.04279,0.533034
Simulation197,Suburbs,172,6,4.29,Horizontal-Windows,2.85,2.73,4,4,2,10.84,FALSE,External-Shading,Passive,BoilerBaseboard,Gas_WaterHeater,2016,60.017,0.950675,2.171,18.063,0.013,0,13912.77,4.847152,0.00344,10.300167,2702.472222,567.058333,0,0,607.401412,4.847152,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00092,0.00092,0.000953,28.83869,29.105922,48.884452,46.80278,0.104979,8.083373,0.07081,0.07081,0.073409,3603.814088,3764.102833,2241.155964,2220.579137,0,67.01396,0,0.055253,51.199896,67.01396,-2.704209,-0.023689,2.699098,2.704152,2.704152,62329.20507,0.04813,0.235838
Simulation198,Suburbs,112,7,3.68,Vertical-Windows,2.46,3.77,4,4,3,10.33,FALSE,Low-SHGC-Value,GEG,DHWBaseboard,Electric_TanklessHeater,2016,61.145,0.77023,2.664,18.314,0.016,0,10672.06,3.755697,0.002665,8.344588,1990.669444,455.394444,0,0,492.08078,3.755697,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000868,0.000868,0.000873,28.89001,29.21967,48.886004,46.392521,0.099064,7.627961,0.066821,0.066821,0.067188,3572.224126,3764.222302,2249.914554,2224.530774,0,67.013702,0,0.042812,51.199682,67.013702,-2.095277,-0.018355,2.090163,2.095218,0,44395.77842,0.056487,0.251707
Simulation200,City,84,5,4.42,Vertical-Windows,2.76,2.4,4,5,2,10.8,TRUE,External-Shading,NZEB,ASHPBaseboard,Electric_WaterHeater,2019,62.166,0.181869,3.527,17.946,0.007,0,12898.21,7.134467,0.005063,10.121183,1754.486111,465.277778,0,0,0,7.134467,0,5.19323,5.19323,0.045493,23.628328,43.663524,0.025449,0,0,0,0,0,0,0.00078,0.00078,0.000431,30.407681,30.631782,82.211489,78.566875,0.088996,5.250761,0.045997,0.045997,0.025449,4635.445607,4850.477826,1807.275139,1794.053181,-0.221798,58.96633,-0.001943,0.081327,50.33409,58.96633,-3.89657,-0.034134,4.102433,4.102642,0,45917.62361,0.041482,0.557366
Simulation201,City,23,6,2.93,Vertical-Windows,3.14,3.35,3,4,2,11.27,TRUE,Low-SHGC-Value,NZEB,DHWBaseboard,Electric_WaterHeater,1980_2004,61.359,0.727105,3.807,17.896,0.022,0,9670.32,3.129825,0.002221,7.878129,1976.116667,389.702778,0,0,464.573683,3.129825,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001128,0.001128,0.001156,26.897053,27.352052,48.879816,45.330603,0.128776,9.915749,0.086862,0.086862,0.088996,3490.456464,3763.745822,2106.108038,2071.073059,0,67.013513,0,0.035677,51.198907,67.013513,-1.746235,-0.015297,1.74112,1.746174,0,41679.09254,0.057092,0.207936
Simulation202,Urban,162,6,2.93,Ribbon-Windows,3.38,3.94,4,4,2,12.11,TRUE,External-Shading,NZEB,BoilerBaseboard,Electric_WaterHeater,2010,59.717,0.175763,1.919,17.524,0.004,0,17586.04,7.222797,0.005126,9.780953,2177.772222,684.605556,7.425,573.872553,0,7.222797,3.004984,0,0,0,0,0,0,0.026324,26323.66168,39.420833,0.014257,0.005236,0.206175,0.000344,0.000344,0.000187,34.742721,34.834019,82.221725,80.736666,0.039317,3.027391,0.02652,0.02652,0.014391,6216.723317,6331.072815,2682.219438,2675.189544,0,67.014813,0,0.082334,51.200652,67.014813,-4.029618,-0.035299,4.024515,4.02957,0,60144.25894,0.039889,0.529772
Simulation203,Urban,40,8,4.48,Vertical-Windows,3.98,2.02,5,4,3,9.31,FALSE,External-Shading,NZEB,ASHPBaseboard,Electric_TanklessHeater,2004,62.693,0.179659,5.646,17.972,0.009,0,12810.61,4.594344,0.00326,9.99813,2345.183333,473.405556,0,0,0,4.594344,0,8.2571,8.2571,0.072332,23.561902,46.091195,0.043176,0,0,0,0,0,0,0.00108,0.00108,0.000635,28.015562,28.333515,82.193345,77.057099,0.123253,8.381228,0.07342,0.07342,0.043176,5239.882748,5589.147473,1926.679018,1905.05821,0,67.013864,0,0.052372,51.199533,67.013864,-2.563252,-0.022454,2.55814,2.563195,0,52523.52035,0.048218,0.250649
Simulation204,City,76,8,4.16,Vertical-Windows,3.42,2.04,4,5,2,9.77,TRUE,External-Shading,NZEB,ASHPBaseboard,Gas_TanklessHeater,1980_2004,59.462,0.60634,2.026,17.587,0.012,0,10178.24,3.048161,0.002163,6.570634,1832.583333,391.019444,0,0,432.759438,3.048161,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000561,0.000561,0.000554,29.265346,29.528089,48.885468,46.775941,0.064055,5.508721,0.048256,0.048256,0.047618,4022.730918,4204.150287,2539.415666,2516.81977,-0.221816,58.969335,-0.001943,0.034746,50.330291,58.969335,-1.664773,-0.014583,1.870618,1.870695,0,33893.52555,0.057685,0.278963
Simulation205,Urban,166,6,3.56,Ribbon-Windows,3.33,3.98,3,5,2,7.52,TRUE,Low-SHGC-Value,NZEB,DHWBaseboard,Gas_WaterHeater,2007,60.088,0.157714,1.696,17.631,0.003,0,19301.94,8.415086,0.005972,8.776377,2547.211111,606.122222,7.202778,514.931647,0,8.415086,2.915404,0,0,0,0,0,0,0.025539,25538.93903,40.079865,0.013471,0.005662,0.222687,0.000334,0.000334,0.000176,32.676734,32.771478,82.22187,80.69738,0.038133,2.936277,0.025722,0.025722,0.013584,6213.698291,6331.083966,2523.403787,2516.108482,-0.221791,58.965098,-0.001943,0.095925,50.324302,58.965098,-4.595886,-0.04026,4.801753,4.801922,0,54045.42661,0.037989,0.255794
Simulation206,City,95,8,4.31,Vertical-Windows,2.52,2.06,5,4,3,11.41,FALSE,Low-SHGC-Value,Passive,ASHPBaseboard,Gas_TanklessHeater,2013,66.894,0.213995,10.14,17.512,0.013,0,10383.58,6.080193,0.004315,11.909427,1777.186111,397.575,23.163889,453.737263,0,6.080193,9.375303,0,0,0,0,0,0,0.082128,82127.65255,47.639198,0.045288,0.020662,0.29892,0.00166,0.00166,0.000933,28.152164,28.576031,82.210145,75.458187,0.189455,9.472756,0.082981,0.082981,0.046656,3772.909336,4110.507261,1428.801545,1407.608218,-0.221809,58.968162,-0.001943,0.069309,50.337614,58.968162,-3.320743,-0.02909,3.526608,3.526753,3.526753,44130.22058,0.04584,0.573587
Simulation207,Urban,38,8,3.42,Ribbon-Windows,3.57,2.61,4,4,4,8.98,FALSE,External-Shading,Passive,BoilerBaseboard,Gas_TanklessHeater,2019,59.92,0.166098,5.006,16.699,0.007,0,11499.36,4.994146,0.003544,9.242842,1911.358333,366.777778,12.663889,415.528782,0,4.994146,5.125738,0,0,0,0,0,0,0.044901,44901.4649,44.245106,0.024207,0.012335,0.269713,0.000768,0.000768,0.000418,28.549624,28.801594,82.218443,78.020083,0.087616,5.169362,0.045284,0.045284,0.024649,4603.184896,4850.888132,1699.294072,1684.427799,-0.221801,58.966884,-0.001943,0.056929,50.330458,58.966884,-2.727588,-0.023894,2.933436,2.933584,0,44157.53139,0.045195,0.210738
Simulation208,Suburbs,154,7,4.1,Vertical-Windows,3.58,2.98,4,4,2,10.82,FALSE,Low-SHGC-Value,NZEB,DHWBaseboard,Gas_TanklessHeater,2007,59.389,0.944662,2.047,17.48,0.014,0,9597.12,5.534786,0.003928,10.233281,1623.916667,366.913889,0,0,391.855264,5.534786,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00092,0.00092,0.000935,29.108704,29.366952,48.885458,46.858623,0.105041,5.252074,0.046008,0.046008,0.046727,2342.931165,2444.272907,1468.347586,1455.435204,-0.221807,58.967874,-0.001943,0.063092,50.330151,58.967874,-3.022848,-0.02648,3.228707,3.228818,0,39828.06044,0.047278,0.363031
Simulation209,Suburbs,134,9,3.33,Horizontal-Windows,2.45,2.14,5,3,4,9.57,TRUE,External-Shading,GEG,ASHPBaseboard,Gas_WaterHeater,2013,62.108,0.228652,3.583,17.746,0.007,0,18020.18,9.787485,0.006946,12.72403,3145.094444,670.286111,0,0,0,9.787485,0,7.370172,7.370172,0.064563,27.643714,47.515967,0.039856,0,0,0,0,0,0,0.000962,0.000962,0.000586,28.932787,29.158607,82.210075,78.54731,0.109795,7.466043,0.065403,0.065403,0.039856,5341.217059,5590.285066,1982.785296,1967.4295,0,67.014343,0,0.111569,51.200124,67.014343,-5.460509,-0.047834,5.455402,5.460456,5.460456,80189.8188,0.037444,0.225739
Simulation210,Suburbs,141,8,2.8,Horizontal-Windows,3.26,3.33,4,4,4,7.63,TRUE,Low-SHGC-Value,GEG,BoilerBaseboard,Gas_WaterHeater,2010,58.355,0.684048,1.503,17.609,0.01,0,9594.17,4.604723,0.003268,7.407488,1566.433333,323.963889,0,0,334.706205,4.604723,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000573,0.000573,0.00057,29.608635,29.81366,48.887626,47.309766,0.065434,3.860599,0.033819,0.033819,0.033609,2791.276206,2884.369962,1759.005927,1746.909438,-0.221806,58.96765,-0.001943,0.05249,50.336745,58.96765,-2.514868,-0.02203,2.720717,2.720848,0,30509.44915,0.055801,0.195935
Simulation211,Country,24,5,4.25,Ribbon-Windows,2.14,3.77,4,5,3,11.12,TRUE,Low-SHGC-Value,NZEB,BoilerBaseboard,Electric_WaterHeater,2013,61.68,0.166697,4.108,18.173,0.007,0,17944.2,4.67901,0.003321,9.276851,2884.105556,648.086111,0,0,0,4.67901,0,8.415835,8.415835,0.073723,23.231473,45.296626,0.042636,0,0,0,0,0,0,0.000785,0.000785,0.000449,29.483077,29.725106,82.209535,78.240803,0.08964,8.515786,0.074598,0.074598,0.042636,7432.87628,7809.90587,2823.885069,2800.892292,0,67.013992,0,0.053337,51.199694,67.013992,-2.610477,-0.022868,2.605366,2.610421,0,66393.53778,0.047458,0.210634
